date,time_slot,slot_index,G1_kw,G2_kw,G3_kw,G4_kw,G5_kw,G1_kwh,G2_kwh,G3_kwh,G4_kwh,G5_kwh,generation_total_kwh,L1_kw,L2_kw,L3_kw,L4_kw,L5_kw,L1_kwh,L2_kwh,L3_kwh,L4_kwh,L5_kwh,load_total_kwh,contract_transfer_kwh,contract_matched_kwh,storage_plan_kwh,storage_actual_kwh,storage_charge_kwh,storage_discharge_kwh,prev_storage_balance_kwh,end_storage_balance_kwh,transfer_success_kwh,surplus_kwh,node_發電端_kwh,node_儲能餘額_kwh,node_合約數量_kwh,node_儲能_kwh,node_用電端_kwh,node_用電端轉移量_kwh,node_成功匹配_kwh,node_儲能存入_kwh,node_未匹配_kwh,node_餘電_kwh
2026-05-20,13:00,52,47.224,34.632,28.336,25.184,22.036,11.806,8.658,7.084,6.296,5.509,39.353,29.916,25.64,21.368,17.092,12.82,7.479,6.41,5.342,4.273,3.205,26.709,30.852,31.482,7.221,7.221,7.221,0.325,44.6,51.821,31.807,3.936,39.353,44.6,31.482,7.546,26.709,0.325,31.807,7.221,0,3.936
2026-05-20,13:15,53,43.968,32.244,26.38,23.448,20.516,10.992,8.061,6.595,5.862,5.129,36.639,27.852,23.872,19.892,15.916,11.936,6.963,5.968,4.973,3.979,2.984,24.867,28.725,29.311,6.723,6.723,6.723,0.302,51.821,58.544,29.613,3.664,36.639,51.821,29.311,7.025,24.867,0.302,29.613,6.723,0,3.664
2026-05-20,13:30,54,42.34,31.048,25.404,22.58,19.756,10.585,7.762,6.351,5.645,4.939,35.282,26.82,22.988,19.156,15.324,11.496,6.705,5.747,4.789,3.831,2.874,23.946,27.661,28.226,6.474,6.474,6.474,0.291,58.544,65.018,28.517,3.528,35.282,58.544,28.226,6.765,23.946,0.291,28.517,6.474,0,3.528
2026-05-20,13:45,55,29.312,21.496,17.588,15.632,13.676,7.328,5.374,4.397,3.908,3.419,24.426,18.568,15.916,13.264,10.608,7.956,4.642,3.979,3.316,2.652,1.989,16.578,19.15,19.541,4.482,4.482,4.482,0.202,65.018,69.5,19.743,2.442,24.426,65.018,19.541,4.684,16.578,0.202,19.743,4.482,0,2.442
2026-05-20,14:00,56,40.52,29.716,24.312,21.612,18.912,10.13,7.429,6.078,5.403,4.728,33.768,29.856,25.588,21.324,17.06,12.796,7.464,6.397,5.331,4.265,3.199,26.656,26.474,27.014,8.344,8.344,8.344,0,69.5,77.844,27.014,3.377,33.768,69.5,27.014,7.549,26.656,0,27.014,8.344,0,3.377
2026-05-20,14:15,57,35.6,26.108,21.36,18.988,16.616,8.9,6.527,5.34,4.747,4.154,29.668,26.228,22.484,18.736,14.988,11.24,6.557,5.621,4.684,3.747,2.81,23.419,23.259,23.734,7.331,7.331,7.331,0,77.844,85.175,23.734,2.967,29.668,77.844,23.734,6.633,23.419,0,23.734,7.331,0,2.967
2026-05-20,14:30,58,39.076,28.656,23.444,20.84,18.232,9.769,7.164,5.861,5.21,4.558,32.562,28.788,24.676,20.564,16.452,12.336,7.197,6.169,5.141,4.113,3.084,25.704,25.529,26.05,8.046,8.046,8.046,0,85.175,93.221,26.05,3.256,32.562,85.175,26.05,7.279,25.704,0,26.05,8.046,0,3.256
2026-05-20,14:45,59,29.524,21.648,17.712,15.744,13.78,7.381,5.412,4.428,3.936,3.445,24.602,21.752,18.644,15.536,12.428,9.324,5.438,4.661,3.884,3.107,2.331,19.421,19.288,19.682,6.079,6.079,6.079,0,93.221,99.3,19.682,2.46,24.602,93.221,19.682,5.499,19.421,0,19.682,6.079,0,2.46
2026-05-20,15:00,60,30.52,22.38,18.312,16.276,14.248,7.63,5.595,4.578,4.069,3.562,25.434,28.336,24.288,20.24,16.192,12.14,7.084,6.072,5.06,4.048,3.035,25.299,19.94,20.347,0,0,0,2.543,99.3,99.3,22.89,4.579,25.434,99.3,20.347,2.543,25.299,2.543,22.89,0,0.374,4.579
2026-05-20,15:15,61,29.616,21.72,17.768,15.796,13.82,7.404,5.43,4.442,3.949,3.455,24.68,27.496,23.568,19.64,15.712,11.78,6.874,5.892,4.91,3.928,2.945,24.549,19.349,19.744,0,0,0,2.468,99.3,99.3,22.212,4.442,24.68,99.3,19.744,2.468,24.549,2.468,22.212,0,0.363,4.442
2026-05-20,15:30,62,31.652,23.212,18.992,16.88,14.768,7.913,5.803,4.748,4.22,3.692,26.376,29.384,25.188,20.988,16.792,12.592,7.346,6.297,5.247,4.198,3.148,26.236,20.679,21.101,0,0,0,2.638,99.3,99.3,23.739,4.747,26.376,99.3,21.101,2.638,26.236,2.638,23.739,0,0.387,4.747
2026-05-20,15:45,63,21.252,15.584,12.752,11.336,9.916,5.313,3.896,3.188,2.834,2.479,17.71,19.728,16.912,14.092,11.276,8.456,4.932,4.228,3.523,2.819,2.114,17.616,13.885,14.168,0,0,0,1.771,99.3,99.3,15.939,3.188,17.71,99.3,14.168,1.771,17.616,1.771,15.939,0,0.26,3.188
2026-05-20,16:00,64,23.212,17.024,13.928,12.38,10.832,5.803,4.256,3.482,3.095,2.708,19.344,24.168,20.716,17.264,13.812,10.36,6.042,5.179,4.316,3.453,2.59,21.58,15.165,15.475,0,0,0,1.934,99.3,99.3,17.409,3.483,19.344,99.3,15.475,1.934,21.58,1.934,17.409,0,2.623,3.483
2026-05-20,16:15,65,21.248,15.584,12.748,11.332,9.916,5.312,3.896,3.187,2.833,2.479,17.707,22.124,18.964,15.804,12.644,9.48,5.531,4.741,3.951,3.161,2.37,19.754,13.883,14.166,0,0,0,1.771,99.3,99.3,15.937,3.187,17.707,99.3,14.166,1.771,19.754,1.771,15.937,0,2.4,3.187
2026-05-20,16:30,66,25.892,18.988,15.536,13.808,12.08,6.473,4.747,3.884,3.452,3.02,21.576,26.96,23.108,19.256,15.404,11.552,6.74,5.777,4.814,3.851,2.888,24.07,16.916,17.261,0,0,0,2.158,99.3,99.3,19.419,3.883,21.576,99.3,17.261,2.158,24.07,2.158,19.419,0,2.925,3.883
2026-05-20,16:45,67,18.928,13.88,11.356,10.096,8.832,4.732,3.47,2.839,2.524,2.208,15.773,19.708,16.892,14.076,11.26,8.448,4.927,4.223,3.519,2.815,2.112,17.596,12.366,12.618,0,0,0,1.577,99.3,99.3,14.195,2.84,15.773,99.3,12.618,1.577,17.596,1.577,14.195,0,2.139,2.84
2026-05-20,17:00,68,15.388,11.284,9.232,8.208,7.188,3.847,2.821,2.308,2.052,1.797,12.825,21.98,18.84,15.7,12.56,9.42,5.495,4.71,3.925,3.14,2.355,19.625,10.055,10.26,0,0,0,1.282,99.3,99.3,11.542,2.309,12.825,99.3,10.26,1.282,19.625,1.282,11.542,0,7.057,2.309
2026-05-20,17:15,69,15.636,11.468,9.38,8.34,7.296,3.909,2.867,2.345,2.085,1.824,13.03,22.332,19.14,15.952,12.76,9.572,5.583,4.785,3.988,3.19,2.393,19.939,10.216,10.424,0,0,0,1.303,99.3,99.3,11.727,2.345,13.03,99.3,10.424,1.303,19.939,1.303,11.727,0,7.17,2.345
2026-05-20,17:30,70,16.004,11.736,9.604,8.536,7.472,4.001,2.934,2.401,2.134,1.868,13.338,22.86,19.592,16.328,13.064,9.796,5.715,4.898,4.082,3.266,2.449,20.41,10.457,10.67,0,0,0,1.334,99.3,99.3,12.004,2.401,13.338,99.3,10.67,1.334,20.41,1.334,12.004,0,7.339,2.401
2026-05-20,17:45,71,14.528,10.656,8.716,7.748,6.78,3.632,2.664,2.179,1.937,1.695,12.107,20.748,17.784,14.82,11.856,8.896,5.187,4.446,3.705,2.964,2.224,18.526,9.492,9.686,0,0,0,1.211,99.3,99.3,10.897,2.179,12.107,99.3,9.686,1.211,18.526,1.211,10.897,0,6.66,2.179
2026-05-20,18:00,72,4.952,3.632,2.972,2.64,2.316,1.238,0.908,0.743,0.66,0.579,4.128,25.804,22.12,18.432,14.744,11.06,6.451,5.53,4.608,3.686,2.765,23.04,3.236,3.302,-5.544,-5.544,0,0.413,99.3,93.756,3.715,0.743,4.128,99.3,3.302,0.413,23.04,0.413,3.715,0,18.995,0.743
2026-05-20,18:15,73,5.572,4.088,3.344,2.972,2.6,1.393,1.022,0.836,0.743,0.65,4.644,29.032,24.884,20.736,16.588,12.44,7.258,6.221,5.184,4.147,3.11,25.92,3.641,3.715,-6.237,-6.237,0,0.464,93.756,87.519,4.179,0.836,4.644,93.756,3.715,0.464,25.92,0.464,4.179,0,21.37,0.836
2026-05-20,18:30,74,5.572,4.088,3.344,2.972,2.6,1.393,1.022,0.836,0.743,0.65,4.644,29.032,24.884,20.736,16.588,12.44,7.258,6.221,5.184,4.147,3.11,25.92,3.641,3.715,-6.237,-6.237,0,0.464,87.519,81.282,4.179,0.836,4.644,87.519,3.715,0.464,25.92,0.464,4.179,0,21.37,0.836
2026-05-20,18:45,75,4.54,3.328,2.724,2.42,2.124,1.135,0.832,0.681,0.605,0.531,3.784,23.656,20.276,16.896,13.516,10.136,5.914,5.069,4.224,3.379,2.534,21.12,2.966,3.027,-5.082,-5.082,0,0.378,81.282,76.2,3.405,0.682,3.784,81.282,3.027,0.378,21.12,0.378,3.405,0,17.412,0.682
2026-05-20,19:00,76,4.884,3.584,2.932,2.604,2.28,1.221,0.896,0.733,0.651,0.57,4.071,23.236,19.916,16.596,13.276,9.96,5.809,4.979,4.149,3.319,2.49,20.746,3.192,3.257,-5.313,-5.313,0,0.407,76.2,70.887,3.664,0.733,4.071,76.2,3.257,0.407,20.746,0.407,3.664,0,16.756,0.733
2026-05-20,19:15,77,5.224,3.832,3.136,2.788,2.436,1.306,0.958,0.784,0.697,0.609,4.354,24.852,21.3,17.752,14.2,10.652,6.213,5.325,4.438,3.55,2.663,22.189,3.413,3.483,-5.683,-5.683,0,0.435,70.887,65.204,3.918,0.784,4.354,70.887,3.483,0.435,22.189,0.435,3.918,0,17.923,0.784
2026-05-20,19:30,78,5.948,4.36,3.568,3.172,2.776,1.487,1.09,0.892,0.793,0.694,4.956,28.288,24.244,20.204,16.164,12.124,7.072,6.061,5.051,4.041,3.031,25.256,3.886,3.965,-6.468,-6.468,0,0.496,65.204,58.736,4.461,0.892,4.956,65.204,3.965,0.496,25.256,0.496,4.461,0,20.398,0.892
2026-05-20,19:45,79,5.184,3.8,3.108,2.764,2.42,1.296,0.95,0.777,0.691,0.605,4.319,24.652,21.128,17.608,14.084,10.564,6.163,5.282,4.402,3.521,2.641,22.009,3.386,3.455,-5.636,-5.636,0,0.432,58.736,53.1,3.887,0.778,4.319,58.736,3.455,0.432,22.009,0.432,3.887,0,17.776,0.778
2026-05-20,20:00,80,5.724,4.196,3.436,3.052,2.672,1.431,1.049,0.859,0.763,0.668,4.77,26.912,23.068,19.224,15.38,11.536,6.728,5.767,4.806,3.845,2.884,24.03,3.74,3.816,-6.72,-6.72,0,0.477,53.1,46.38,4.293,0.859,4.77,53.1,3.816,0.477,24.03,0.477,4.293,0,19.355,0.859
2026-05-20,20:15,81,5,3.668,3,2.668,2.328,1.25,0.917,0.75,0.667,0.582,4.166,23.504,20.148,16.788,13.432,10.072,5.876,5.037,4.197,3.358,2.518,20.986,3.266,3.333,-5.869,-5.869,0,0.417,46.38,40.511,3.75,0.749,4.166,46.38,3.333,0.417,20.986,0.417,3.75,0,16.903,0.749
2026-05-20,20:30,82,5.532,4.056,3.32,2.952,2.584,1.383,1.014,0.83,0.738,0.646,4.611,26.016,22.3,18.584,14.868,11.148,6.504,5.575,4.646,3.717,2.787,23.229,3.615,3.689,-6.496,-6.496,0,0.461,40.511,34.015,4.15,0.83,4.611,40.511,3.689,0.461,23.229,0.461,4.15,0,18.71,0.83
2026-05-20,20:45,83,2.824,2.072,1.696,1.504,1.316,0.706,0.518,0.424,0.376,0.329,2.353,13.276,11.38,9.484,7.588,5.692,3.319,2.845,2.371,1.897,1.423,11.855,1.844,1.882,-3.315,-3.315,0,0.235,34.015,30.7,2.117,0.424,2.353,34.015,1.882,0.235,11.855,0.235,2.117,0,9.55,0.424
2026-05-20,21:00,84,5.672,4.16,3.404,3.024,2.648,1.418,1.04,0.851,0.756,0.662,4.727,24.488,20.992,17.492,13.996,10.496,6.122,5.248,4.373,3.499,2.624,21.866,3.706,3.782,0,0,0,0.473,30.7,30.7,4.255,0.85,4.727,30.7,3.782,0.473,21.866,0.473,4.255,0,17.233,0.85
2026-05-20,21:15,85,4.656,3.412,2.792,2.484,2.172,1.164,0.853,0.698,0.621,0.543,3.879,20.1,17.228,14.356,11.484,8.612,5.025,4.307,3.589,2.871,2.153,17.945,3.041,3.103,0,0,0,0.388,30.7,30.7,3.491,0.698,3.879,30.7,3.103,0.388,17.945,0.388,3.491,0,14.144,0.698
2026-05-20,21:30,86,5.084,3.728,3.052,2.712,2.376,1.271,0.932,0.763,0.678,0.594,4.238,21.956,18.82,15.684,12.548,9.408,5.489,4.705,3.921,3.137,2.352,19.604,3.322,3.39,0,0,0,0.424,30.7,30.7,3.814,0.763,4.238,30.7,3.39,0.424,19.604,0.424,3.814,0,15.451,0.763
2026-05-20,21:45,87,4.148,3.04,2.488,2.212,1.936,1.037,0.76,0.622,0.553,0.484,3.456,17.904,15.344,12.788,10.232,7.672,4.476,3.836,3.197,2.558,1.918,15.985,2.71,2.765,0,0,0,0.346,30.7,30.7,3.111,0.622,3.456,30.7,2.765,0.346,15.985,0.346,3.111,0,12.597,0.622
2026-05-20,22:00,88,5.612,4.116,3.368,2.992,2.616,1.403,1.029,0.842,0.748,0.654,4.676,22.548,19.328,16.104,12.884,9.664,5.637,4.832,4.026,3.221,2.416,20.132,3.666,3.741,0,0,0,0.468,30.7,30.7,4.209,0.841,4.676,30.7,3.741,0.468,20.132,0.468,4.209,0,15.549,0.841
2026-05-20,22:15,89,5.092,3.732,3.056,2.716,2.372,1.273,0.933,0.764,0.679,0.593,4.242,20.456,17.532,14.612,11.688,8.764,5.114,4.383,3.653,2.922,2.191,18.263,3.326,3.394,0,0,0,0.424,30.7,30.7,3.818,0.763,4.242,30.7,3.394,0.424,18.263,0.424,3.818,0,14.106,0.763
2026-05-20,22:30,90,5.412,3.968,3.248,2.884,2.524,1.353,0.992,0.812,0.721,0.631,4.509,21.744,18.636,15.532,12.424,9.316,5.436,4.659,3.883,3.106,2.329,19.413,3.535,3.607,0,0,0,0.451,30.7,30.7,4.058,0.812,4.509,30.7,3.607,0.451,19.413,0.451,4.058,0,14.994,0.812
2026-05-20,22:45,91,3.928,2.88,2.356,2.096,1.832,0.982,0.72,0.589,0.524,0.458,3.273,15.784,13.528,11.272,9.02,6.764,3.946,3.382,2.818,2.255,1.691,14.092,2.566,2.618,0,0,0,0.327,30.7,30.7,2.945,0.59,3.273,30.7,2.618,0.327,14.092,0.327,2.945,0,10.885,0.59
2026-05-20,23:00,92,5.572,4.088,3.344,2.972,2.6,1.393,1.022,0.836,0.743,0.65,4.644,14.032,12.028,10.024,8.016,6.012,3.508,3.007,2.506,2.004,1.503,12.528,3.641,3.715,0,0,0,0.464,30.7,30.7,4.179,0.836,4.644,30.7,3.715,0.464,12.528,0.464,4.179,0,7.978,0.836
2026-05-20,23:15,93,5.572,4.088,3.344,2.972,2.6,1.393,1.022,0.836,0.743,0.65,4.644,14.032,12.028,10.024,8.016,6.012,3.508,3.007,2.506,2.004,1.503,12.528,3.641,3.715,0,0,0,0.464,30.7,30.7,4.179,0.836,4.644,30.7,3.715,0.464,12.528,0.464,4.179,0,7.978,0.836
2026-05-20,23:30,94,5.78,4.24,3.468,3.084,2.692,1.445,1.06,0.867,0.771,0.673,4.816,14.552,12.472,10.392,8.316,6.236,3.638,3.118,2.598,2.079,1.559,12.992,3.776,3.853,0,0,0,0.482,30.7,30.7,4.335,0.866,4.816,30.7,3.853,0.482,12.992,0.482,4.335,0,8.272,0.866
2026-05-20,23:45,95,3.716,2.724,2.228,1.98,1.736,0.929,0.681,0.557,0.495,0.434,3.096,9.356,8.016,6.68,5.344,4.012,2.339,2.004,1.67,1.336,1.003,8.352,2.427,2.477,0,0,0,0.31,30.7,30.7,2.787,0.557,3.096,30.7,2.477,0.31,8.352,0.31,2.787,0,5.317,0.557
2026-05-21,00:00,0,5.216,3.824,3.128,2.784,2.436,1.304,0.956,0.782,0.696,0.609,4.347,14.06,12.052,10.044,8.036,6.028,3.515,3.013,2.511,2.009,1.507,12.555,3.408,3.478,0,0,0,0.435,6,6,3.913,0.782,4.347,6,3.478,0.435,12.555,0.435,3.913,0,8.294,0.782
2026-05-21,00:15,1,4.908,3.6,2.944,2.616,2.288,1.227,0.9,0.736,0.654,0.572,4.089,13.228,11.34,9.448,7.56,5.668,3.307,2.835,2.362,1.89,1.417,11.811,3.206,3.271,0,0,0,0.409,6,6,3.68,0.736,4.089,6,3.271,0.409,11.811,0.409,3.68,0,7.804,0.736
2026-05-21,00:30,2,5.024,3.684,3.012,2.68,2.344,1.256,0.921,0.753,0.67,0.586,4.186,13.54,11.608,9.672,7.736,5.804,3.385,2.902,2.418,1.934,1.451,12.09,3.282,3.349,0,0,0,0.419,6,6,3.768,0.753,4.186,6,3.349,0.419,12.09,0.419,3.768,0,7.987,0.753
2026-05-21,00:45,3,4.172,3.06,2.504,2.224,1.952,1.043,0.765,0.626,0.556,0.488,3.478,11.248,9.644,8.036,6.428,4.82,2.812,2.411,2.009,1.607,1.205,10.044,2.726,2.782,0,0,0,0.348,6,6,3.13,0.626,3.478,6,2.782,0.348,10.044,0.348,3.13,0,6.636,0.626
2026-05-21,01:00,4,5.18,3.8,3.108,2.764,2.412,1.295,0.95,0.777,0.691,0.603,4.316,12.928,11.084,9.236,7.388,5.54,3.232,2.771,2.309,1.847,1.385,11.544,3.384,3.453,0,0,0,0.432,6,6,3.885,0.776,4.316,6,3.453,0.432,11.544,0.432,3.885,0,7.314,0.776
2026-05-21,01:15,5,5.38,3.944,3.228,2.868,2.508,1.345,0.986,0.807,0.717,0.627,4.482,13.428,11.508,9.592,7.672,5.752,3.357,2.877,2.398,1.918,1.438,11.988,3.514,3.586,0,0,0,0.448,6,6,4.034,0.807,4.482,6,3.586,0.448,11.988,0.448,4.034,0,7.595,0.807
2026-05-21,01:30,6,5.38,3.944,3.228,2.868,2.508,1.345,0.986,0.807,0.717,0.627,4.482,13.428,11.508,9.592,7.672,5.752,3.357,2.877,2.398,1.918,1.438,11.988,3.514,3.586,0,0,0,0.448,6,6,4.034,0.807,4.482,6,3.586,0.448,11.988,0.448,4.034,0,7.595,0.807
2026-05-21,01:45,7,3.984,2.92,2.392,2.124,1.86,0.996,0.73,0.598,0.531,0.465,3.32,9.944,8.524,7.104,5.684,4.264,2.486,2.131,1.776,1.421,1.066,8.88,2.603,2.656,0,0,0,0.332,6,6,2.988,0.598,3.32,6,2.656,0.332,8.88,0.332,2.988,0,5.626,0.598
2026-05-21,02:00,8,5.1,3.74,3.06,2.72,2.38,1.275,0.935,0.765,0.68,0.595,4.25,12.32,10.56,8.8,7.04,5.28,3.08,2.64,2.2,1.76,1.32,11,3.332,3.4,0,0,0,0.425,6,6,3.825,0.765,4.25,6,3.4,0.425,11,0.425,3.825,0,6.835,0.765
2026-05-21,02:15,9,5.02,3.68,3.012,2.676,2.34,1.255,0.92,0.753,0.669,0.585,4.182,12.124,10.392,8.66,6.928,5.192,3.031,2.598,2.165,1.732,1.298,10.824,3.279,3.346,0,0,0,0.418,6,6,3.764,0.753,4.182,6,3.346,0.418,10.824,0.418,3.764,0,6.725,0.753
2026-05-21,02:30,10,5.712,4.188,3.428,3.048,2.664,1.428,1.047,0.857,0.762,0.666,4.76,13.8,11.828,9.856,7.884,5.912,3.45,2.957,2.464,1.971,1.478,12.32,3.732,3.808,0,0,0,0.476,6,6,4.284,0.857,4.76,6,3.808,0.476,12.32,0.476,4.284,0,7.655,0.857
2026-05-21,02:45,11,4.568,3.352,2.74,2.436,2.136,1.142,0.838,0.685,0.609,0.534,3.808,11.04,9.46,7.884,6.308,4.732,2.76,2.365,1.971,1.577,1.183,9.856,2.985,3.046,0,0,0,0.381,6,6,3.427,0.686,3.808,6,3.046,0.381,9.856,0.381,3.427,0,6.124,0.686
2026-05-21,03:00,12,4.84,3.548,2.904,2.58,2.256,1.21,0.887,0.726,0.645,0.564,4.032,12.66,10.852,9.044,7.236,5.424,3.165,2.713,2.261,1.809,1.356,11.304,3.161,3.226,0,0,0,0.403,6,6,3.629,0.726,4.032,6,3.226,0.403,11.304,0.403,3.629,0,7.352,0.726
2026-05-21,03:15,13,5.284,3.872,3.168,2.816,2.468,1.321,0.968,0.792,0.704,0.617,4.402,13.82,11.848,9.872,7.896,5.924,3.455,2.962,2.468,1.974,1.481,12.34,3.452,3.522,0,0,0,0.44,6,6,3.962,0.792,4.402,6,3.522,0.44,12.34,0.44,3.962,0,8.026,0.792
2026-05-21,03:30,14,5.848,4.288,3.508,3.12,2.724,1.462,1.072,0.877,0.78,0.681,4.872,15.3,13.112,10.928,8.74,6.556,3.825,3.278,2.732,2.185,1.639,13.659,3.82,3.898,0,0,0,0.487,6,6,4.385,0.877,4.872,6,3.898,0.487,13.659,0.487,4.385,0,8.884,0.877
2026-05-21,03:45,15,4.192,3.076,2.516,2.236,1.956,1.048,0.769,0.629,0.559,0.489,3.494,10.972,9.404,7.836,6.272,4.704,2.743,2.351,1.959,1.568,1.176,9.797,2.739,2.795,0,0,0,0.349,6,6,3.144,0.63,3.494,6,2.795,0.349,9.797,0.349,3.144,0,6.373,0.63
2026-05-21,04:00,16,4.776,3.5,2.864,2.548,2.228,1.194,0.875,0.716,0.637,0.557,3.979,12.056,10.332,8.612,6.888,5.168,3.014,2.583,2.153,1.722,1.292,10.764,3.119,3.183,0,0,0,0.398,6,6,3.581,0.716,3.979,6,3.183,0.398,10.764,0.398,3.581,0,6.865,0.716
2026-05-21,04:15,17,4.94,3.624,2.964,2.636,2.304,1.235,0.906,0.741,0.659,0.576,4.117,12.476,10.692,8.912,7.128,5.344,3.119,2.673,2.228,1.782,1.336,11.138,3.228,3.294,0,0,0,0.412,6,6,3.706,0.74,4.117,6,3.294,0.412,11.138,0.412,3.706,0,7.103,0.74
2026-05-21,04:30,18,5.396,3.96,3.24,2.88,2.516,1.349,0.99,0.81,0.72,0.629,4.498,13.628,11.68,9.736,7.788,5.84,3.407,2.92,2.434,1.947,1.46,12.168,3.526,3.598,0,0,0,0.45,6,6,4.048,0.81,4.498,6,3.598,0.45,12.168,0.45,4.048,0,7.76,0.81
2026-05-21,04:45,19,5.648,4.14,3.388,3.012,2.636,1.412,1.035,0.847,0.753,0.659,4.706,14.256,12.22,10.184,8.148,6.112,3.564,3.055,2.546,2.037,1.528,12.73,3.69,3.765,0,0,0,0.471,6,6,4.236,0.847,4.706,6,3.765,0.471,12.73,0.471,4.236,0,8.117,0.847
2026-05-21,05:00,20,5.796,4.252,3.476,3.092,2.704,1.449,1.063,0.869,0.773,0.676,4.83,17.572,15.064,12.552,10.04,7.532,4.393,3.766,3.138,2.51,1.883,15.69,3.787,3.864,0,0,0,0.483,6,6,4.347,0.869,4.83,6,3.864,0.483,15.69,0.483,4.347,0,10.957,0.869
2026-05-21,05:15,21,4.908,3.6,2.944,2.616,2.288,1.227,0.9,0.736,0.654,0.572,4.089,14.88,12.752,10.628,8.5,6.376,3.72,3.188,2.657,2.125,1.594,13.284,3.206,3.271,0,0,0,0.409,6,6,3.68,0.736,4.089,6,3.271,0.409,13.284,0.409,3.68,0,9.277,0.736
2026-05-21,05:30,22,5.216,3.824,3.128,2.784,2.436,1.304,0.956,0.782,0.696,0.609,4.347,15.816,13.556,11.296,9.036,6.78,3.954,3.389,2.824,2.259,1.695,14.121,3.408,3.478,0,0,0,0.435,6,6,3.913,0.782,4.347,6,3.478,0.435,14.121,0.435,3.913,0,9.86,0.782
2026-05-21,05:45,23,3.4,2.492,2.04,1.812,1.592,0.85,0.623,0.51,0.453,0.398,2.834,10.308,8.836,7.364,5.892,4.42,2.577,2.209,1.841,1.473,1.105,9.205,2.222,2.267,0,0,0,0.283,6,6,2.55,0.511,2.834,6,2.267,0.283,9.205,0.283,2.55,0,6.428,0.511
2026-05-21,06:00,24,17.572,12.888,10.544,9.372,8.204,4.393,3.222,2.636,2.343,2.051,14.645,19.196,16.452,13.712,10.968,8.228,4.799,4.113,3.428,2.742,2.057,17.139,11.482,11.716,0,0,0,1.465,6,6,13.181,2.636,14.645,6,11.716,1.465,17.139,1.465,13.181,0,2.786,2.636
2026-05-21,06:15,25,16.36,12,9.816,8.728,7.636,4.09,3,2.454,2.182,1.909,13.635,17.872,15.32,12.764,10.212,7.66,4.468,3.83,3.191,2.553,1.915,15.957,10.69,10.908,0,0,0,1.364,6,6,12.272,2.454,13.635,6,10.908,1.364,15.957,1.364,12.272,0,2.594,2.454
2026-05-21,06:30,26,16.968,12.444,10.18,9.048,7.92,4.242,3.111,2.545,2.262,1.98,14.14,18.532,15.888,13.24,10.592,7.94,4.633,3.972,3.31,2.648,1.985,16.548,11.086,11.312,0,0,0,1.414,6,6,12.726,2.545,14.14,6,11.312,1.414,16.548,1.414,12.726,0,2.691,2.545
2026-05-21,06:45,27,9.696,7.112,5.816,5.172,4.524,2.424,1.778,1.454,1.293,1.131,8.08,10.592,9.076,7.564,6.052,4.54,2.648,2.269,1.891,1.513,1.135,9.456,6.335,6.464,0,0,0,0.808,6,6,7.272,1.454,8.08,6,6.464,0.808,9.456,0.808,7.272,0,1.538,1.454
2026-05-21,07:00,28,25.904,18.996,15.544,13.816,12.092,6.476,4.749,3.886,3.454,3.023,21.588,20.98,17.984,14.984,11.988,8.992,5.245,4.496,3.746,2.997,2.248,18.732,16.925,17.27,0,0,0,2.159,6,6,19.429,2.159,21.588,6,17.27,2.159,18.732,2.159,19.429,0,0,2.159
2026-05-21,07:15,29,22.76,16.692,13.656,12.14,10.62,5.69,4.173,3.414,3.035,2.655,18.967,18.432,15.8,13.164,10.532,7.9,4.608,3.95,3.291,2.633,1.975,16.457,14.871,15.174,0,0,0,1.897,6,6,17.071,1.896,18.967,6,15.174,1.897,16.457,1.897,17.071,0,0,1.896
2026-05-21,07:30,30,26.832,19.676,16.1,14.308,12.52,6.708,4.919,4.025,3.577,3.13,22.359,21.728,18.624,15.52,12.416,9.316,5.432,4.656,3.88,3.104,2.329,19.401,17.529,17.887,0,0,0,2.236,6,6,20.123,2.236,22.359,6,17.887,2.236,19.401,2.236,20.123,0,0,2.236
2026-05-21,07:45,31,17.024,12.484,10.212,9.08,7.944,4.256,3.121,2.553,2.27,1.986,14.186,13.788,11.816,9.848,7.88,5.908,3.447,2.954,2.462,1.97,1.477,12.31,11.122,11.349,0,0,0,1.419,6,6,12.768,1.418,14.186,6,11.349,1.419,12.31,1.419,12.768,0,0,1.418
2026-05-21,08:00,32,32.172,23.592,19.304,17.16,15.016,8.043,5.898,4.826,4.29,3.754,26.811,21.56,18.48,15.4,12.32,9.244,5.39,4.62,3.85,3.08,2.311,19.251,21.02,21.449,0,0,0,2.681,6,6,24.13,2.681,26.811,6,21.449,2.681,19.251,2.681,24.13,0,0,2.681
2026-05-21,08:15,33,31.22,22.896,18.732,16.652,14.568,7.805,5.724,4.683,4.163,3.642,26.017,20.924,17.932,14.944,11.956,8.968,5.231,4.483,3.736,2.989,2.242,18.681,20.398,20.814,0,0,0,2.602,6,6,23.416,2.601,26.017,6,20.814,2.602,18.681,2.602,23.416,0,0,2.601
2026-05-21,08:30,34,30.98,22.72,18.588,16.524,14.46,7.745,5.68,4.647,4.131,3.615,25.818,20.764,17.796,14.832,11.864,8.896,5.191,4.449,3.708,2.966,2.224,18.538,20.241,20.654,0,0,0,2.582,6,6,23.236,2.582,25.818,6,20.654,2.582,18.538,2.582,23.236,0,0,2.582
